0	67945
1	45043
2	27523
3	14705
4	15772
5	12115
6	6752
7	4453
8	5030
9	4623
10	2631
11	1826
12	2365
13	2102
14	1227
15	1054
16	1374
17	1264
18	730
19	753
20	934
21	770
22	486
23	573
24	668
25	489
26	342
27	408
28	476
29	354
30	272
31	363
32	336
33	258
34	222
35	286
36	249
37	175
38	162
39	218
40	191
41	128
42	159
43	172
44	155
45	84
46	120
47	141
48	109
49	78
50	106
51	108
52	78
53	58
54	78
55	75
56	60
57	94
58	97
59	75
60	44
61	51
62	69
63	56
64	38
65	51
66	57
67	38
68	36
69	48
70	45
71	44
72	40
73	62
74	36
75	23
76	24
77	27
78	37
79	29
80	23
81	31
82	31
83	13
84	31
85	32
86	26
87	7
88	23
89	27
90	16
91	19
92	13
93	12
94	8
95	13
96	14
97	11
98	11
99	6
100	10
101	13
102	7
103	4
104	7
105	6
106	7
107	8
108	13
109	9
110	4
111	4
112	3
113	8
114	3
115	6
116	10
117	5
118	4
119	5
120	7
121	2
122	1
123	6
124	6
125	1
126	3
127	5
128	3
129	5
130	1
131	4
132	2
133	3
134	3
135	4
136	2
137	3
138	1
139	2
140	2
141	1
142	2
143	3
144	3
145	3
146	2
147	1
148	1
149	2
150	2
151	2
152	5
153	5
154	3
155	2
156	2
157	1
158	0
159	1
160	0
161	1
162	0
163	1
164	1
165	1
166	0
167	2
168	0
169	0
170	0
171	0
172	1
173	2
174	1
175	0
176	1
177	0
178	2
179	0
180	1
181	1
182	2
183	0
184	0
185	0
186	0
187	0
188	0
189	2
190	0
191	1
192	0
193	0
194	0
195	1
196	1
197	0
198	2
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
