0	42
1	24
2	47
3	67
4	40
5	82
6	218
7	980
8	360
9	3820
10	7112
11	3674
12	5521
13	9936
14	9716
15	5045
16	3844
17	7521
18	6227
19	1752
20	3323
21	4170
22	3465
23	1211
24	1923
25	2634
26	2307
27	1026
28	1307
29	2107
30	1223
31	1136
32	2052
33	2409
34	1248
35	1360
36	2296
37	2302
38	1380
39	1528
40	2773
41	2734
42	1381
43	2167
44	3183
45	2903
46	1061
47	2336
48	2913
49	1906
50	1390
51	2547
52	3084
53	1590
54	2143
55	2817
56	3366
57	1473
58	2174
59	3767
60	3779
61	1593
62	2561
63	4165
64	3406
65	1691
66	3340
67	4368
68	2430
69	2734
70	3751
71	4424
72	1946
73	2700
74	3564
75	3809
76	1352
77	2616
78	3740
79	3458
80	1133
81	2552
82	3607
83	2061
84	1787
85	3229
86	3544
87	1655
88	1985
89	3396
90	3375
91	767
92	2616
93	3188
94	3099
95	598
96	2650
97	3046
98	2831
99	5031
100	2724
101	2521
102	1283
103	1989
104	2132
105	2851
106	1058
107	1965
108	2600
109	2253
110	1195
111	2041
112	2408
113	2451
114	1063
115	2024
116	2710
117	1906
118	1565
119	2017
120	2688
121	1593
122	1853
123	1894
124	2629
125	1522
126	1254
127	2377
128	2329
129	1239
130	1589
131	2195
132	1996
133	942
134	1481
135	2106
136	1564
137	1040
138	1389
139	1941
140	1230
141	928
142	1581
143	1814
144	1072
145	768
146	1890
147	1694
148	998
149	998
150	1874
151	1535
152	762
153	1118
154	1713
155	1374
156	605
157	1154
158	1582
159	970
160	739
161	1392
162	1478
163	788
164	670
165	1394
166	1253
167	549
168	673
169	1197
170	1000
171	363
172	739
173	942
174	699
175	239
176	674
177	704
178	331
179	289
180	534
181	526
182	158
183	353
184	541
185	449
186	142
187	396
188	499
189	322
190	204
191	343
192	376
193	183
194	148
195	276
196	246
197	60
198	112
199	124
200	106
201	25
202	51
203	49
204	32
205	19
206	22
207	32
208	20
209	16
210	13
211	39
212	21
213	21
214	20
215	22
216	16
217	19
218	26
219	22
220	20
221	18
222	22
223	16
224	18
225	15
226	27
227	12
228	10
229	18
230	18
231	16
232	13
233	16
234	14
235	10
236	10
237	18
238	15
239	13
240	15
241	10
242	25
243	34
244	42
245	44
246	33
247	44
248	32
249	45
250	28
251	30
252	17
253	13
254	15
255	17
