0	634
1	159
2	160
3	228
4	303
5	1212
6	1998
7	5470
8	6275
9	6776
10	11700
11	11412
12	6972
13	6007
14	6428
15	5251
16	3570
17	3445
18	3070
19	2346
20	3047
21	2743
22	2864
23	2703
24	3526
25	2752
26	2742
27	2514
28	2721
29	2620
30	2875
31	2268
32	2451
33	2618
34	2743
35	2254
36	2244
37	2304
38	2027
39	2258
40	2024
41	1900
42	1807
43	1999
44	2031
45	1968
46	1963
47	1839
48	2284
49	2383
50	2605
51	2015
52	2477
53	2753
54	3070
55	2290
56	2645
57	2903
58	2666
59	3430
60	3037
61	3206
62	2782
63	3590
64	3449
65	2957
66	2851
67	3644
68	3411
69	3460
70	2765
71	3148
72	3025
73	3211
74	2445
75	2816
76	2680
77	2533
78	3056
79	2618
80	2182
81	2108
82	2356
83	2610
84	2012
85	1745
86	2068
87	2138
88	1992
89	1667
90	1710
91	1730
92	1867
93	1783
94	1665
95	1713
96	1867
97	1915
98	1610
99	6093
100	1598
101	1951
102	1710
103	1737
104	1649
105	2043
106	1881
107	1762
108	1639
109	1582
110	1732
111	1872
112	1687
113	1808
114	1781
115	1903
116	1825
117	1800
118	1731
119	1795
120	2088
121	1908
122	1925
123	1923
124	1996
125	1856
126	1994
127	1696
128	1671
129	1851
130	1735
131	1689
132	1590
133	1571
134	1475
135	1478
136	1520
137	1307
138	1298
139	1306
140	1449
141	1438
142	1370
143	1407
144	1362
145	1278
146	1366
147	1179
148	1178
149	1153
150	1227
151	1194
152	1014
153	1118
154	1063
155	1007
156	846
157	826
158	818
159	873
160	803
161	690
162	617
163	634
164	582
165	543
166	538
167	454
168	507
169	462
170	382
171	368
172	326
173	373
174	287
175	294
176	282
177	267
178	246
179	240
180	212
181	191
182	260
183	191
184	226
185	256
186	272
187	233
188	246
189	231
190	235
191	322
192	250
193	218
194	207
195	263
196	179
197	213
198	156
199	143
200	169
201	122
202	105
203	110
204	86
205	65
206	61
207	48
208	35
209	24
210	17
211	10
212	21
213	5
214	9
215	6
216	5
217	10
218	9
219	3
220	11
221	8
222	3
223	5
224	4
225	5
226	2
227	3
228	4
229	4
230	3
231	2
232	2
233	6
234	1
235	1
236	1
237	1
238	1
239	4
240	2
241	0
242	2
243	1
244	0
245	0
246	3
247	2
248	2
249	0
250	1
251	5
252	1
253	4
254	0
255	17
