0	0
1	21
2	0
3	25
4	2
5	17
6	28
7	42
8	16
9	185
10	130
11	1093
12	461
13	2937
14	5480
15	5097
16	2550
17	8593
18	5004
19	8266
20	4732
21	6606
22	3308
23	4295
24	5489
25	3143
26	2519
27	2725
28	2168
29	2733
30	1669
31	2125
32	1280
33	2233
34	1458
35	1668
36	1201
37	1116
38	1950
39	1642
40	1302
41	1138
42	1593
43	1940
44	1236
45	1155
46	1550
47	1319
48	2051
49	1446
50	1572
51	1420
52	1579
53	2261
54	1440
55	1730
56	1802
57	2181
58	2779
59	2488
60	2252
61	2624
62	3645
63	2872
64	2530
65	3061
66	2664
67	3678
68	3495
69	3576
70	2640
71	3097
72	4745
73	3595
74	2889
75	3274
76	4260
77	3763
78	2826
79	2782
80	3309
81	3887
82	2989
83	2546
84	3209
85	2602
86	3829
87	2628
88	2903
89	2638
90	2534
91	4013
92	3023
93	2669
94	2462
95	2942
96	3564
97	2743
98	2329
99	6669
100	3602
101	2538
102	2060
103	2108
104	2074
105	3154
106	2124
107	2137
108	1989
109	2184
110	3240
111	2278
112	2089
113	2125
114	2068
115	2951
116	2236
117	2155
118	1944
119	2395
120	2627
121	2251
122	1977
123	1985
124	2678
125	2079
126	1706
127	1889
128	1784
129	2437
130	1703
131	1670
132	1509
133	1460
134	2098
135	1679
136	1428
137	1415
138	1854
139	1582
140	1538
141	1349
142	1327
143	1869
144	1476
145	1428
146	1374
147	1436
148	1893
149	1290
150	1307
151	1357
152	1218
153	1820
154	1193
155	1303
156	1197
157	1209
158	1738
159	1212
160	1186
161	1167
162	1356
163	1257
164	1037
165	970
166	986
167	1310
168	881
169	843
170	779
171	707
172	956
173	631
174	670
175	517
176	597
177	561
178	494
179	483
180	422
181	604
182	430
183	353
184	293
185	350
186	382
187	211
188	165
189	152
190	121
191	131
192	84
193	93
194	76
195	66
196	56
197	46
198	53
199	45
200	39
201	43
202	40
203	35
204	40
205	35
206	29
207	31
208	36
209	34
210	24
211	27
212	24
213	26
214	35
215	30
216	25
217	30
218	28
219	30
220	15
221	19
222	25
223	28
224	29
225	23
226	20
227	27
228	12
229	18
230	17
231	19
232	17
233	30
234	15
235	17
236	18
237	25
238	15
239	9
240	12
241	21
242	15
243	14
244	12
245	14
246	24
247	11
248	14
249	6
250	10
251	20
252	18
253	20
254	14
255	890
