0	121
1	56
2	68
3	110
4	121
5	247
6	665
7	2062
8	4081
9	5232
10	5179
11	7416
12	6882
13	7602
14	6937
15	5262
16	5092
17	5971
18	4003
19	2916
20	3424
21	3282
22	2183
23	2117
24	2197
25	2104
26	1673
27	1517
28	1618
29	1524
30	1622
31	2078
32	1881
33	1928
34	1930
35	2084
36	2145
37	2260
38	2162
39	2362
40	2419
41	2674
42	2304
43	2281
44	2260
45	2379
46	1934
47	1961
48	1974
49	2003
50	2076
51	2138
52	2467
53	2332
54	2204
55	2314
56	2789
57	2776
58	2574
59	2565
60	3061
61	2647
62	3083
63	2748
64	3103
65	2748
66	3048
67	2888
68	3431
69	3012
70	2829
71	3176
72	3310
73	2828
74	2604
75	2758
76	2958
77	2780
78	2429
79	2623
80	2427
81	2262
82	2656
83	2288
84	2743
85	2440
86	2371
87	2539
88	2706
89	2468
90	2173
91	2479
92	2471
93	2308
94	2077
95	2253
96	2028
97	2300
98	2538
99	6134
100	2040
101	2030
102	1875
103	1852
104	1889
105	2257
106	1905
107	1803
108	2015
109	1961
110	1720
111	1872
112	1904
113	1909
114	1821
115	1794
116	2038
117	1943
118	1754
119	2001
120	1907
121	1950
122	1800
123	1748
124	2097
125	1957
126	1688
127	1766
128	1789
129	1669
130	1899
131	1652
132	1752
133	1626
134	1648
135	1460
136	1501
137	1492
138	1505
139	1414
140	1398
141	1337
142	1200
143	1366
144	1227
145	1318
146	1317
147	1180
148	1176
149	1299
150	1354
151	1219
152	1422
153	1304
154	1293
155	1136
156	1190
157	1187
158	1188
159	1134
160	1062
161	1071
162	990
163	1059
164	1108
165	1013
166	1093
167	956
168	1021
169	1014
170	957
171	834
172	837
173	827
174	832
175	676
176	754
177	663
178	638
179	570
180	496
181	535
182	466
183	386
184	391
185	355
186	370
187	348
188	377
189	390
190	306
191	364
192	362
193	354
194	374
195	258
196	293
197	288
198	208
199	197
200	183
201	190
202	137
203	112
204	88
205	74
206	60
207	48
208	34
209	25
210	24
211	27
212	23
213	19
214	23
215	19
216	14
217	19
218	17
219	17
220	12
221	17
222	15
223	16
224	13
225	10
226	14
227	14
228	11
229	8
230	11
231	10
232	12
233	11
234	15
235	6
236	11
237	12
238	9
239	9
240	11
241	13
242	8
243	11
244	9
245	9
246	11
247	5
248	7
249	11
250	8
251	7
252	10
253	4
254	8
255	391
